name,description,category,subcategory,price,image_url,local_image_path,features
ADIDAS Unisex Three Small Dials White Watches,Unisex Watches in White for Casual,Accessories,Watches,91.0,/static/images/fashion_13841.jpg,static/images/fashion_13841.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Ray-Ban Men Active Lifestyle Copper Sunglasses,Men Sunglasses in Copper for Casual,Accessories,Eyewear,50.0,/static/images/fashion_28200.jpg,static/images/fashion_28200.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""eyewear"", ""colors"": [""copper""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sunglasses"", ""season"": ""winter"", ""year"": 2016}"
ADIDAS Kids Adispeed Black Sports Shoes,Unisex Sports Shoes in Black for Sports,Footwear,Shoes,143.0,/static/images/fashion_12993.jpg,static/images/fashion_12993.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""sports shoes"", ""season"": ""fall"", ""year"": 2011}"
Scullers Men  Green Check Shirt,Men Shirts in Green for Casual,Apparel,Topwear,108.0,/static/images/fashion_7158.jpg,static/images/fashion_7158.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""green""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""fall"", ""year"": 2011}"
Puma Men Fashion Cat White Slipper,Men Sandals in White for Casual,Footwear,Sandal,145.0,/static/images/fashion_18495.jpg,static/images/fashion_18495.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""sandal"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sandals"", ""season"": ""fall"", ""year"": 2011}"
Fastrack Men Economy 2 Analg Black Watch,Men Watches in Black for Casual,Accessories,Watches,60.0,/static/images/fashion_8110.jpg,static/images/fashion_8110.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
United Colors of Benetton Men Solid Blue Sweatshirt,Men Sweatshirts in Blue for Casual,Apparel,Topwear,97.0,/static/images/fashion_19547.jpg,static/images/fashion_19547.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sweatshirts"", ""season"": ""fall"", ""year"": 2011}"
Puma Men's Large Logo Graphic Black T-shirt,Men Tshirts in Black for Sports,Apparel,Topwear,114.0,/static/images/fashion_7964.jpg,static/images/fashion_7964.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
Giorgio Armani Women Idole Perfume,Women Perfume and Body Mist in Gold for Casual,Personal Care,Fragrance,84.0,/static/images/fashion_36934.jpg,static/images/fashion_36934.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""gold""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""perfume and body mist"", ""season"": ""spring"", ""year"": 2017}"
Aneri Women Black & Maroon Salwar Suit,Women Kurta Sets in Black for Ethnic,Apparel,Apparel Set,90.0,/static/images/fashion_39140.jpg,static/images/fashion_39140.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""apparel set"", ""colors"": [""black""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""kurta sets"", ""season"": ""summer"", ""year"": 2012}"
Spice Art Women Ribbon Embroidery Red Clutch,Women Clutches in Red for Casual,Accessories,Bags,101.0,/static/images/fashion_20851.jpg,static/images/fashion_20851.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""red""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""clutches"", ""season"": ""winter"", ""year"": 2015}"
Estd. 1977 Men Beige & Green Sandals,Men Sandals in Beige for Casual,Footwear,Sandal,116.0,/static/images/fashion_41866.jpg,static/images/fashion_41866.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""sandal"", ""colors"": [""beige""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sandals"", ""season"": ""fall"", ""year"": 2015}"
Rocky S Women Brown Handbag,Women Handbags in Brown for Casual,Accessories,Bags,127.0,/static/images/fashion_58177.jpg,static/images/fashion_58177.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""summer"", ""year"": 2012}"
Coolers Men Black Sandals,Men Sandals in Black for Casual,Footwear,Sandal,78.0,/static/images/fashion_44528.jpg,static/images/fashion_44528.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""sandal"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sandals"", ""season"": ""summer"", ""year"": 2012}"
Levis Men Check Red Shirts,Men Shirts in Red for Casual,Apparel,Topwear,142.0,/static/images/fashion_16392.jpg,static/images/fashion_16392.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""red""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""fall"", ""year"": 2011}"
Tonga Women Pink Printed Shrug,Women Shrug in Pink for Casual,Apparel,Topwear,105.0,/static/images/fashion_51455.jpg,static/images/fashion_51455.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""pink""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""shrug"", ""season"": ""summer"", ""year"": 2012}"
Chromozome Men Grey Briefs,Men Briefs in Grey for Casual,Apparel,Innerwear,137.0,/static/images/fashion_50587.jpg,static/images/fashion_50587.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""innerwear"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""briefs"", ""season"": ""summer"", ""year"": 2016}"
U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Men Tshirts in Black for Casual,Apparel,Topwear,90.0,/static/images/fashion_17240.jpg,static/images/fashion_17240.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
Portia Women Copper-Toned & Brown Sandals,Women Flats in Copper for Casual,Footwear,Shoes,80.0,/static/images/fashion_47530.jpg,static/images/fashion_47530.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""copper""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""flats"", ""season"": ""winter"", ""year"": 2012}"
Spykar Men Black and white Check Shirt,Men Shirts in Black for Casual,Apparel,Topwear,67.0,/static/images/fashion_6617.jpg,static/images/fashion_6617.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""summer"", ""year"": 2011}"
Nike Unisex Swoosh Black Backpack,Unisex Backpacks in Black for Sports,Accessories,Bags,82.0,/static/images/fashion_12732.jpg,static/images/fashion_12732.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""black""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""backpacks"", ""season"": ""fall"", ""year"": 2011}"
Myntra Men's Brain Black T-shirt,Men Tshirts in Black for Casual,Apparel,Topwear,115.0,/static/images/fashion_3365.jpg,static/images/fashion_3365.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2011}"
Nike Men Air Relentless 2 MSL White Sports Shoes,Men Sports Shoes in White for Sports,Footwear,Shoes,92.0,/static/images/fashion_42042.jpg,static/images/fashion_42042.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""white""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sports shoes"", ""season"": ""summer"", ""year"": 2012}"
ADIDAS Men Black Anzo Breeze Casual Shoes,Men Casual Shoes in Black for Casual,Footwear,Shoes,99.0,/static/images/fashion_23849.jpg,static/images/fashion_23849.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""fall"", ""year"": 2011}"
Fastrack Women White Dial Watch,Women Watches in White for Casual,Accessories,Watches,140.0,/static/images/fashion_43190.jpg,static/images/fashion_43190.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Revv Men Steel Bracelet,Men Bracelet in Steel for Casual,Accessories,Jewellery,128.0,/static/images/fashion_48578.jpg,static/images/fashion_48578.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""jewellery"", ""colors"": [""steel""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""bracelet"", ""season"": ""summer"", ""year"": 2012}"
Lovable Women All Day Long Black Bra,Women Bra in Black for Casual,Apparel,Innerwear,112.0,/static/images/fashion_30462.jpg,static/images/fashion_30462.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""innerwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""bra"", ""season"": ""summer"", ""year"": 2014}"
Manchester United Men Solid White Cap,Men Caps in White for Casual,Accessories,Headwear,58.0,/static/images/fashion_18208.jpg,static/images/fashion_18208.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""headwear"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""caps"", ""season"": ""fall"", ""year"": 2011}"
Rocia Women Black Heels,Women Heels in Black for Casual,Footwear,Shoes,77.0,/static/images/fashion_54127.jpg,static/images/fashion_54127.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""heels"", ""season"": ""winter"", ""year"": 2012}"
Puma Men ducati logo tee Yellow Tshirts,Men Tshirts in Yellow for Casual,Apparel,Topwear,115.0,/static/images/fashion_10065.jpg,static/images/fashion_10065.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""yellow""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
Numero Uno Men White Casual Shoes,Men Casual Shoes in White for Casual,Footwear,Shoes,100.0,/static/images/fashion_24250.jpg,static/images/fashion_24250.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""fall"", ""year"": 2012}"
Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Men Watches in Silver for Casual,Accessories,Watches,85.0,/static/images/fashion_32335.jpg,static/images/fashion_32335.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""silver""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Levis Men White Innerwear Vest,Men Innerwear Vests in White for Casual,Apparel,Innerwear,132.0,/static/images/fashion_25382.jpg,static/images/fashion_25382.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""innerwear"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""innerwear vests"", ""season"": ""summer"", ""year"": 2016}"
Maxima Men Black Dial Watch,Men Watches in Black for Casual,Accessories,Watches,120.0,/static/images/fashion_56670.jpg,static/images/fashion_56670.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Men Tshirts in Purple for Casual,Apparel,Topwear,142.0,/static/images/fashion_5092.jpg,static/images/fashion_5092.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""purple""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2011}"
Wrangler Men Furious Rides Navy Blue T-Shirts,Men Tshirts in Navy Blue for Casual,Apparel,Topwear,109.0,/static/images/fashion_10859.jpg,static/images/fashion_10859.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""navy blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
FNF Green Wedding Collection Sari,Women Sarees in Green for Ethnic,Apparel,Saree,88.0,/static/images/fashion_59638.jpg,static/images/fashion_59638.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""saree"", ""colors"": [""green""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""sarees"", ""season"": ""fall"", ""year"": 2012}"
Rockport Men LLandro Red Casual Shoes,Men Casual Shoes in Red for Casual,Footwear,Shoes,67.0,/static/images/fashion_15517.jpg,static/images/fashion_15517.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""red""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""fall"", ""year"": 2011}"
Skechers Women Green Shoe,Women Casual Shoes in Green for Casual,Footwear,Shoes,90.0,/static/images/fashion_4140.jpg,static/images/fashion_4140.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""green""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""casual shoes"", ""season"": ""winter"", ""year"": 2015}"
Maxima Men Ssteele Silver Dial Watch,Men Watches in Silver for Casual,Accessories,Watches,145.0,/static/images/fashion_36795.jpg,static/images/fashion_36795.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""silver""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Titan Men Gold Dial Watch,Men Watches in Gold for Casual,Accessories,Watches,77.0,/static/images/fashion_40527.jpg,static/images/fashion_40527.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""gold""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
John Miller Men Solid Type Black Trousers,Men Trousers in Black for Formal,Apparel,Bottomwear,107.0,/static/images/fashion_10257.jpg,static/images/fashion_10257.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""bottomwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""trousers"", ""season"": ""fall"", ""year"": 2011}"
Locomotive Men Navy Blue Printed T-shirt,Men Tshirts in Navy Blue for Casual,Apparel,Topwear,112.0,/static/images/fashion_24062.jpg,static/images/fashion_24062.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""navy blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2012}"
Maxima Men Brown Dial Watch,Men Watches in Brown for Casual,Accessories,Watches,119.0,/static/images/fashion_45869.jpg,static/images/fashion_45869.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
United Colors Of Benetton Women Light Winter Black Sweatshirts,Women Sweatshirts in Black for Casual,Apparel,Topwear,135.0,/static/images/fashion_11385.jpg,static/images/fashion_11385.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""sweatshirts"", ""season"": ""fall"", ""year"": 2011}"
Catwalk Women Brown Sandals,Women Flats in Brown for Casual,Footwear,Shoes,80.0,/static/images/fashion_53130.jpg,static/images/fashion_53130.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""flats"", ""season"": ""winter"", ""year"": 2015}"
Nike Fragrances Women 5th Element Perfume 150 ml,Women Perfume and Body Mist in White for Casual,Personal Care,Fragrance,137.0,/static/images/fashion_44187.jpg,static/images/fashion_44187.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""perfume and body mist"", ""season"": ""spring"", ""year"": 2017}"
Kiara Women Graphiti White Handbag,Women Handbags in White for Casual,Accessories,Bags,60.0,/static/images/fashion_21510.jpg,static/images/fashion_21510.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""winter"", ""year"": 2015}"
Louis Philippe Men Grey Sunglasses,Men Sunglasses in Grey for Casual,Accessories,Eyewear,117.0,/static/images/fashion_51667.jpg,static/images/fashion_51667.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""eyewear"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sunglasses"", ""season"": ""winter"", ""year"": 2016}"
Mark Taylor Men Striped Blue Shirt,Men Shirts in Blue for Casual,Apparel,Topwear,145.0,/static/images/fashion_22395.jpg,static/images/fashion_22395.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""fall"", ""year"": 2011}"
Fabindia Women Anusuya Silver Earrings,Women Earrings in Silver for Ethnic,Accessories,Jewellery,72.0,/static/images/fashion_35322.jpg,static/images/fashion_35322.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""jewellery"", ""colors"": [""silver""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""earrings"", ""season"": ""winter"", ""year"": 2016}"
Lotto Unisex Canvas Black Check Shoe,Unisex Casual Shoes in Black for Casual,Footwear,Shoes,75.0,/static/images/fashion_6425.jpg,static/images/fashion_6425.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""casual shoes"", ""season"": ""summer"", ""year"": 2011}"
Peter England Men Casual Tan Belt,Men Belts in Tan for Casual,Accessories,Belts,56.0,/static/images/fashion_18806.jpg,static/images/fashion_18806.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""belts"", ""colors"": [""tan""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""belts"", ""season"": ""summer"", ""year"": 2011}"
Arrow Men Formal Black Shoe,Men Formal Shoes in Black for Formal,Footwear,Shoes,97.0,/static/images/fashion_23247.jpg,static/images/fashion_23247.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""formal shoes"", ""season"": ""fall"", ""year"": 2011}"
Lino Perros Women Weaved  Grey Belt,Women Belts in Grey for Casual,Accessories,Belts,122.0,/static/images/fashion_17072.jpg,static/images/fashion_17072.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""belts"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""belts"", ""season"": ""winter"", ""year"": 2015}"
Lee Women Paula Blue Top,Women Tops in Blue for Casual,Apparel,Topwear,132.0,/static/images/fashion_31782.jpg,static/images/fashion_31782.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""tops"", ""season"": ""summer"", ""year"": 2012}"
Vans Unisex Black & Grey Classic Shoes,Unisex Casual Shoes in Black for Casual,Footwear,Shoes,120.0,/static/images/fashion_42270.jpg,static/images/fashion_42270.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""casual shoes"", ""season"": ""summer"", ""year"": 2012}"
United Colors of Benetton Men Short Black Shirts,Men Shirts in Black for Casual,Apparel,Topwear,50.0,/static/images/fashion_12500.jpg,static/images/fashion_12500.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""fall"", ""year"": 2011}"
Reebok Men Pack of 2 Pirates of the Caribbean Deos,Men Deodorant in Black for Casual,Personal Care,Fragrance,85.0,/static/images/fashion_26735.jpg,static/images/fashion_26735.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""deodorant"", ""season"": ""spring"", ""year"": 2017}"
Nike Men Printed Black T-shirt,Men Tshirts in Black for Casual,Apparel,Topwear,100.0,/static/images/fashion_30650.jpg,static/images/fashion_30650.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2012}"
Colorbar Soft Touch Mousse Lipstick 025,Women Lipstick in Brown for Casual,Personal Care,Lips,76.0,/static/images/fashion_56026.jpg,static/images/fashion_56026.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""lips"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""lipstick"", ""season"": ""spring"", ""year"": 2017}"
Murcia Women Casual Brown Handbag,Women Handbags in Brown for Casual,Accessories,Bags,98.0,/static/images/fashion_21948.jpg,static/images/fashion_21948.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""winter"", ""year"": 2015}"
ONLY Women directoire blue Trousers,Women Trousers in Blue for Casual,Apparel,Bottomwear,113.0,/static/images/fashion_32563.jpg,static/images/fashion_32563.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""bottomwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""trousers"", ""season"": ""summer"", ""year"": 2012}"
Colour me Women Flowers Deo,Women Deodorant in Pink for Casual,Personal Care,Fragrance,130.0,/static/images/fashion_58980.jpg,static/images/fashion_58980.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""pink""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""deodorant"", ""season"": ""spring"", ""year"": 2017}"
Gini and Jony Girls Pretty Blossom Blue Top,Girls Tops in Blue for Casual,Apparel,Topwear,93.0,/static/images/fashion_40143.jpg,static/images/fashion_40143.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""girls"", ""article_type"": ""tops"", ""season"": ""summer"", ""year"": 2012}"
Carlton London Men Formal Brown Formal Shoes,Men Formal Shoes in Brown for Formal,Footwear,Shoes,83.0,/static/images/fashion_10633.jpg,static/images/fashion_10633.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""formal shoes"", ""season"": ""fall"", ""year"": 2011}"
Vishudh Women Red Printed Kurta,Women Kurtas in Red for Ethnic,Apparel,Topwear,56.0,/static/images/fashion_24406.jpg,static/images/fashion_24406.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""red""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""kurtas"", ""season"": ""summer"", ""year"": 2012}"
ADIDAS Unisex Response ST Analogue Black Watch,Unisex Watches in Black for Sports,Accessories,Watches,66.0,/static/images/fashion_4716.jpg,static/images/fashion_4716.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""black""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
